SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price_Range
1921,4,2,2,1990,5
2044,3,2,1,2012,4
1744,5,3,3,1984,3
2431,2,3,2,2017,7
2510,2,1,1,1959,4
2551,3,1,2,1995,6
2439,3,3,1,1995,6
2295,4,1,3,1988,5
2228,3,1,2,2006,6
2321,5,2,1,1983,7
1671,3,1,1,1986,4
2969,5,3,2,1980,8
2576,5,3,3,1982,7
2131,4,2,2,1964,6
1636,5,1,2,2020,6
2023,3,1,3,1951,4
1151,5,3,2,1981,1
1012,2,1,3,2003,4
1714,5,2,2,1983,4
2102,3,2,1,1975,5
1905,4,1,3,1953,5
2577,3,2,1,1963,4
2192,3,1,1,2021,5
1248,3,2,1,1987,3
2144,2,1,3,2007,4
1386,4,3,3,1968,3
1438,2,2,2,2011,4
2295,5,2,2,1991,5
1299,5,2,2,1975,6
1720,2,1,2,1951,4
1472,4,3,1,1966,4
2181,5,1,3,2017,5
2006,4,1,3,1980,5
1632,2,1,3,1951,5
2250,5,2,1,2002,6
1420,2,1,3,1997,3
1955,5,2,1,2018,4
1972,3,1,2,2012,5
1023,4,2,3,1999,2
2765,2,3,2,1976,5
1537,3,2,3,1983,2
2593,2,2,2,1986,5
1776,2,3,3,1985,8
1637,4,1,1,1995,5
2980,2,2,2,1991,6
2810,4,2,2,2019,8
1539,2,2,1,1957,3
1902,5,3,1,1988,4
2836,3,2,2,2013,6
2151,5,2,1,1998,5
2117,4,3,2,1993,6
2726,4,1,2,1975,7
1420,3,3,2,1976,3
2295,4,1,2,2020,6
1483,5,3,1,1959,4
2028,3,2,2,1978,4
1156,4,3,1,1978,3
1051,4,1,3,2009,2
1242,4,1,2,1975,4
2686,4,1,3,1980,5
1773,2,2,1,1997,4
1419,2,3,2,1961,3
2976,2,2,1,2011,7
2952,4,2,1,2011,8
2840,2,1,2,2007,7
1424,4,1,2,1998,3
1079,5,3,1,2021,3
1694,4,1,3,1998,3
1353,3,1,1,2020,4
2642,3,2,2,1973,8
2689,3,3,3,2004,6
1292,4,1,1,1964,3
1716,3,1,1,1982,4
2139,3,2,2,1967,5
1528,4,1,3,2008,5
1479,4,1,2,1998,4
2311,2,3,1,1964,6
2691,4,2,1,2010,7
1476,2,2,2,1975,4
1024,4,1,1,2015,4
1430,5,2,2,1970,4
2301,3,2,3,1963,6
1316,5,3,2,1957,5
1637,4,2,2,1990,4
2835,5,3,1,1977,7
1357,2,3,1,1968,3
2299,4,1,3,2020,5
2900,4,2,3,1986,9
1689,5,1,1,1972,6
1343,3,2,3,2015,3
2454,4,2,2,2011,7
1558,3,2,3,2005,5
1711,5,3,1,2002,2
1562,5,2,3,1964,5
1438,5,2,1,1950,3
2485,2,3,3,1978,7
2830,4,1,2,1992,7
2293,5,1,3,1981,5
2732,5,3,1,2006,8
2454,2,2,3,1951,7
2044,4,1,1,1991,6
1142,3,3,2,1984,3
2783,4,3,1,1995,7
1867,5,2,1,1988,4
1352,3,1,1,2000,4
2488,2,3,3,1994,6
2016,2,2,3,1988,5
1467,5,3,3,1986,4
2536,3,3,3,1958,5
2487,4,3,1,1990,6
1876,5,1,2,1999,4
2873,3,1,2,1998,5
2417,3,1,2,1959,5
1918,3,1,3,1962,3
2809,3,2,3,1951,7
2776,2,3,2,1973,6
2081,3,3,1,2015,4
2149,3,3,3,1957,5
1840,5,3,3,2016,6
1877,2,1,2,1952,4
2484,2,1,3,1991,5
1051,2,3,2,1987,4
2011,4,1,2,1963,6
2758,4,1,2,2000,7
1813,2,1,2,2006,4
2898,5,1,3,1966,6
1268,3,3,3,1968,3
1095,3,2,1,2012,3
1272,2,3,2,1988,4
2346,2,2,3,1984,4
2596,4,3,3,1979,6
2856,2,2,1,1990,7
2716,4,1,3,1972,6
1132,2,1,2,1962,2
1927,3,3,2,2011,7
1088,2,2,2,2011,5
1684,3,2,3,1959,6
1823,2,3,3,2015,4
1004,4,1,2,2017,3
1356,2,1,2,1992,3
2366,5,2,2,1957,6
1203,3,2,2,2020,3
2697,3,2,3,1993,7
2596,3,1,2,2010,5
1470,2,3,3,1957,4
1463,5,2,1,2009,5
1496,5,2,2,2005,3
1701,4,3,3,1965,4
1836,4,1,1,1979,3
1062,4,2,3,1970,2
2579,5,1,1,1977,7
1238,3,2,2,1955,3
1539,3,3,1,1997,5
1197,4,3,1,1998,3
1780,4,2,1,1957,6
2706,2,3,2,1984,5
1029,2,3,3,2021,4
1665,5,2,3,1981,5
2232,2,2,2,1963,5
2086,4,1,2,2018,4
2864,4,1,2,1979,6
2080,4,1,2,1978,5
2855,3,1,2,1994,7
2743,4,3,2,2002,7
2456,2,1,2,1982,5
2331,5,2,3,2021,6
2598,2,2,1,2006,5
2783,3,1,1,1989,6
2489,2,2,2,1976,5
2676,2,1,1,1977,7
2628,3,2,2,2014,7
2130,2,2,1,2009,5
2900,3,3,1,1963,5
1599,2,3,1,2005,6
2017,3,1,1,2009,6
2324,5,3,3,1958,6
1619,5,3,3,1988,6
2069,3,3,2,1954,5
1076,4,1,1,2021,2
1728,3,1,2,2003,6
2192,2,2,3,2020,5
1813,4,3,2,1996,5
2152,4,2,1,2006,6
2736,4,2,3,2008,7
1707,3,2,3,1956,3
2883,3,1,1,1985,4
1267,4,1,3,2004,2
2623,3,3,2,1992,8
1764,5,2,2,1959,3
2773,2,2,1,1972,6
1584,2,1,2,1990,4
1418,2,3,3,1990,4
1869,3,2,2,1973,7
2890,2,3,2,1996,6
2184,5,3,2,1950,6
2081,2,2,3,1954,3
1383,5,1,1,2015,5
2908,3,1,1,1958,8
1802,3,1,2,1983,5
1509,2,3,1,2001,5
1429,4,1,1,1950,4
2363,5,1,2,1957,6
1577,4,2,2,1990,4
1939,5,3,2,1961,5
2049,3,3,3,1951,7
2833,3,3,2,1991,6
1588,5,3,1,2019,3
1797,5,3,1,1950,3
1371,3,1,1,1985,4
1927,5,2,2,1987,4
2059,5,3,1,1966,7
2554,4,1,3,2008,6
2813,2,1,2,1952,7
2856,4,2,1,1965,7
2848,3,1,2,2019,5
2290,4,3,1,1983,6
2817,3,1,3,1983,9
2455,5,3,3,1989,5
2042,2,2,3,1984,6
2362,3,2,1,2017,4
1139,2,2,1,1974,4
1066,2,1,1,1966,4
2014,4,1,3,1962,4
2847,3,1,1,1960,7
2553,4,1,1,1976,4
2392,5,2,2,1999,6
1260,5,2,3,2003,2
2647,3,2,1,1961,7
2943,3,3,1,1966,7
1973,5,3,2,1976,5
1626,3,3,3,2002,3
2701,4,1,3,2020,5
1578,4,3,3,1981,3
2790,3,2,2,1996,7
2605,4,1,2,1955,6
2995,3,1,3,1991,7
2843,4,3,1,2003,7
2021,4,1,2,2014,6
2226,2,1,2,1967,4
1638,4,3,2,2018,5
2958,3,2,2,2013,8
2978,4,2,1,1978,8
1409,4,2,1,1981,2
1832,5,3,1,1991,6
2103,3,1,3,1971,6
2711,4,3,2,1981,7
1112,2,1,1,1997,3
1622,5,2,1,1969,3
1820,2,2,2,1958,4
2160,2,3,3,1950,6
2668,5,2,1,1955,8
2907,2,3,3,1962,7
1839,3,2,3,1956,5
1188,3,2,2,1996,4
1276,2,2,2,1987,2
2760,3,3,3,2007,6
1102,4,2,3,2003,4
1106,4,3,2,2014,4
2598,4,3,1,1964,7
2939,2,1,3,1988,6
2977,2,2,2,2015,6
1756,3,1,1,2007,5
1172,3,1,3,1960,3
2941,3,3,2,1986,7
2868,2,2,2,2009,6
1998,3,1,1,1958,5
2354,4,2,1,1959,6
1721,4,2,1,2010,6
2214,5,3,2,1994,7
2693,5,3,1,2020,7
1830,5,1,3,1996,5
1224,4,1,1,2020,2
2707,2,3,3,1982,5
2346,3,1,1,1971,5
2977,3,1,3,2006,8
2531,2,2,1,2021,7
2984,5,1,3,1969,8
2571,2,1,1,2004,6
1133,4,1,1,2007,4
2060,2,3,3,1994,5
1092,4,2,1,1964,3
1074,4,1,2,1976,2
1755,5,3,1,1993,5
1182,3,2,2,2006,3
1716,5,3,1,2014,4
1458,4,3,2,2014,3
2722,5,2,1,2018,8
2701,3,2,1,1982,6
1626,5,3,1,1995,3
1408,4,3,2,1962,3
1206,3,1,1,1991,3
2268,5,3,2,2013,5
2356,2,2,3,1958,7
1672,3,2,1,1952,3
2548,5,2,3,2001,5
2317,2,2,3,1988,6
2012,3,3,1,1963,4
2977,2,3,3,1990,7
2939,5,2,1,1951,6
1747,2,2,1,2008,5
1272,2,2,2,2018,5
1378,4,1,1,1993,4
1625,2,3,1,1964,4
1663,3,2,2,1998,4
2049,2,3,2,2017,6
1679,2,1,2,1965,5
1543,3,3,1,1972,4
1732,5,1,2,2008,3
2741,5,3,3,1981,4
2956,2,1,2,1982,9
2877,3,3,3,1986,7
2633,2,1,3,1976,5
1090,3,2,1,1991,2
1475,3,2,1,2013,5
2912,5,3,1,1979,6
1725,2,1,2,2018,6
2211,2,2,2,1956,6
2592,2,3,3,1994,7
2642,2,1,2,1978,5
2977,2,1,2,1950,7
2218,2,1,3,2012,4
1533,4,1,2,1971,4
1697,2,3,3,1952,4
1879,4,1,3,2008,6
1084,4,1,3,2003,3
1591,4,2,1,2004,4
1840,2,1,1,2018,4
1076,3,1,1,1988,1
1329,5,1,1,1957,5
1382,3,1,3,1959,3
2456,3,3,2,1968,6
1376,2,3,1,1982,4
1340,3,3,3,1992,5
2200,3,2,2,1996,4
2449,2,1,1,1956,7
1423,2,3,1,2016,3
2990,5,3,3,1957,9
1173,5,2,1,1980,5
1405,4,2,2,1996,4
1081,5,1,1,1983,2
1020,2,1,1,1962,3
1690,3,1,2,1983,3
2009,2,3,2,1956,6
1397,2,2,2,2009,3
1329,3,3,3,1961,5
1224,5,1,3,2009,3
2800,3,3,2,1974,7
2425,2,2,3,1952,6
1780,5,3,3,1989,6
2786,2,1,1,2015,8
2808,2,1,3,1988,8
1893,5,1,1,2021,6
2878,3,1,1,1978,6
2944,4,2,1,1993,6
1437,5,2,1,2007,4
2295,2,1,2,1953,6
2303,2,2,3,1965,6
1222,5,1,2,1984,5
2610,2,3,3,1988,6
2686,4,3,3,1959,5
2960,5,3,3,1997,5
2894,2,2,1,1955,6
1508,4,1,1,1968,3
2365,2,3,1,2012,6
2952,5,2,2,2003,8
1616,3,2,3,1977,3
2065,4,2,3,2021,6
2199,5,2,2,1960,5
2268,5,1,2,1991,7
2276,5,2,1,1950,5
2297,3,2,2,2004,5
1958,2,1,1,1991,7
2357,3,1,2,1959,6
1603,5,3,2,1990,5
2034,4,1,3,1995,5
1151,2,2,2,1960,5
1188,3,3,2,1960,5
1959,4,1,2,1953,4
1675,5,1,3,1964,3
1637,4,3,1,1956,4
1210,4,1,2,2017,3
2996,5,3,1,1975,7
2120,3,2,1,2016,6
2844,5,1,2,1983,7
1338,4,2,1,1979,5
1046,5,3,1,1987,3
1819,2,1,3,2021,4
2759,2,1,1,1980,7
1974,4,2,3,2021,6
2080,5,3,3,1986,7
2098,4,1,1,2009,5
2277,5,2,1,1989,7
2686,2,2,2,2013,5
2594,2,1,3,1954,6
1836,4,1,1,2005,4
1951,2,3,3,2021,4
1597,4,1,2,1974,4
1169,3,3,3,1966,3
2169,4,3,2,1978,4
1838,5,3,2,1969,7
2056,5,3,3,1967,5
2538,5,1,1,2014,6
1795,4,1,2,1966,3
2280,3,3,1,1962,8
2149,4,3,1,1985,6
1958,4,1,1,1989,6
2136,3,3,1,1962,4
1814,2,1,2,1985,5
2828,2,1,1,1989,6
1341,2,1,3,1969,2
1047,2,2,2,1952,2
1363,2,1,3,1976,3
2810,3,3,2,1964,10
2421,3,2,3,1996,6
2218,4,3,3,1955,6
2874,2,1,3,2010,7
2760,5,2,2,1967,6
1724,3,2,3,1950,3
2344,3,3,2,1966,5
2817,2,3,1,1989,7
1137,5,1,1,1983,3
1354,5,2,3,2013,3
2868,3,1,3,1984,7
2093,4,2,3,2002,6
1810,5,2,1,1985,3
2605,4,3,2,1967,5
2506,2,3,2,1964,5
2743,2,2,2,1982,5
1711,2,2,2,1955,3
1058,4,2,3,1964,5
1770,3,1,3,2001,5
1388,4,2,1,1964,6
2876,2,3,1,2020,5
2374,5,2,2,1953,6
1845,3,3,2,1987,4
1868,4,1,2,1955,5
1338,5,1,3,1976,3
2700,5,1,2,2019,6
1756,2,1,3,1971,5
1595,2,2,2,1967,5
1435,5,3,3,1997,4
2473,3,3,2,1950,6
1376,4,1,2,2010,4
2982,3,3,1,1968,7
1390,3,1,3,2015,5
1480,4,3,2,1998,4
1820,4,1,1,1998,6
1113,4,3,1,1954,5
2769,3,2,2,1990,6
1773,3,2,1,2011,4
2926,4,2,1,1969,6
1171,5,2,2,2005,5
1017,5,1,1,1966,2
1234,4,3,1,1953,3
2333,3,3,2,1997,6
2918,4,2,1,1972,7
2692,2,2,1,2007,6
1722,5,2,2,1950,3
1280,5,3,2,2000,5
1830,5,1,3,2008,4
2219,4,2,1,1955,6
2138,2,2,1,1970,5
2420,5,3,3,1986,8
2695,2,1,3,2004,7
2690,3,2,3,1960,7
2586,3,1,1,1999,6
1417,5,2,1,2013,4
1283,3,3,3,2019,4
1584,4,1,3,1967,4
2351,3,3,3,1979,6
2364,4,2,2,1968,5
1621,3,3,1,1979,5
2821,2,2,2,1966,6
1220,3,2,1,2010,3
1008,2,2,1,1955,1
2932,4,2,1,1967,7
2105,3,3,2,1963,4
1831,3,2,1,1954,6
2317,2,2,2,1953,5
1374,3,2,3,1958,4
1533,4,3,3,1984,6
2438,2,3,3,1992,7
2122,4,2,2,2015,5
2705,5,2,3,2021,7
1701,4,2,3,1991,4
2641,2,2,3,1977,6
1831,4,3,3,2021,4
2993,3,1,1,1968,8
1776,4,1,3,1966,4
2405,3,3,2,2009,7
2886,2,1,1,1981,6
1939,3,3,3,1983,5
2527,4,1,1,2017,5
1446,5,3,1,1968,3
1679,3,1,2,1986,5
1343,5,1,2,2017,5
1424,5,3,3,2006,4
1624,5,2,1,2017,4
2863,5,1,2,1979,7
1305,4,1,1,2003,6
1147,3,1,3,1967,2
1848,2,2,1,1979,5
1731,2,1,2,2012,4
1453,3,3,3,1980,5
1937,2,1,2,1990,6
1032,3,1,1,1973,4
2755,4,1,3,1961,6
2524,3,1,3,2015,6
2342,4,1,3,2021,5
2720,3,2,3,2011,7
2216,5,1,3,1993,5
2896,5,2,2,1960,6
2203,4,1,3,2009,4
2890,2,2,3,1963,7
1983,5,1,2,1994,3
2541,3,1,1,1994,7
1390,2,3,3,1999,4
2544,2,1,3,1982,6
1356,4,3,3,1993,4
1572,2,2,1,1990,3
1463,4,1,2,1954,2
1929,5,3,2,2008,7
2698,5,2,2,1987,6
1098,2,2,1,1981,3
1147,2,3,2,1967,1
1569,3,1,3,1961,4
1726,3,3,2,1998,4
2339,4,3,2,2004,7
2001,2,2,1,1984,4
2205,2,3,3,1974,6
2570,3,2,1,1972,7
1302,4,3,1,2021,3
2581,3,3,1,1974,5
2622,2,1,3,1954,8
1003,4,1,3,1996,3
1777,5,1,1,1979,5
1106,2,2,2,1962,4
1074,3,1,1,1955,4
2063,4,1,3,1972,6
1638,3,2,2,2011,5
1694,5,3,2,1965,4
2142,2,2,3,1968,6
1072,2,1,1,1952,3
1551,3,2,3,2021,4
2227,2,2,1,1994,5
1976,3,1,1,1980,5
1095,3,3,1,1951,4
2302,4,1,1,2012,6
2166,5,2,3,1993,6
2138,2,1,1,1960,5
2499,2,3,2,1965,6
1883,3,2,3,1974,5
2156,5,3,1,1987,7
2191,4,1,2,2016,6
2937,3,1,1,2019,8
2268,5,2,3,1989,7
1276,2,1,2,1961,3
2998,4,3,2,1988,8
1258,4,2,1,1964,3
1045,3,3,1,1993,4
1345,3,3,1,1975,1
1846,4,2,3,1989,5
1894,2,3,3,2021,4
2260,2,2,1,1963,5
2076,4,2,1,1954,6
2171,3,3,2,1990,4
2722,3,3,2,1992,5
2556,2,2,2,1982,7
2113,5,1,2,2000,5
1232,5,1,1,2009,2
2750,5,3,3,2021,5
2904,2,1,2,1963,8
1050,4,1,3,2009,3
1664,5,2,3,1981,4
2859,2,2,3,1972,8
2651,2,1,2,1972,7
2417,3,3,2,2013,6
2237,3,1,2,1995,5
1450,2,2,2,1985,4
2362,3,1,1,1953,4
1350,3,1,2,1993,4
1648,3,3,3,1975,2
2308,2,1,1,1984,5
2956,5,2,2,1959,7
1877,3,2,2,2015,5
1582,2,3,2,2013,5
1244,2,3,3,1992,4
1549,4,1,2,1962,5
1727,4,1,3,2009,4
1638,5,3,2,1983,4
1583,4,3,2,1980,4
1225,2,2,3,1964,3
1826,4,2,2,2007,4
1440,3,1,2,1988,4
2497,4,1,1,1972,5
2467,2,3,1,2003,6
2819,5,1,2,2017,7
1411,5,3,3,1992,6
1813,5,3,3,1980,7
1245,5,1,1,2015,3
1582,3,1,1,1967,4
2730,3,1,1,1951,6
1499,3,2,3,1999,3
1981,4,2,3,2015,5
2974,4,2,3,1982,7
1549,4,3,2,2003,6
1116,5,3,2,2021,6
2773,5,2,2,1999,6
2387,4,1,1,1992,3
2937,3,3,1,2003,7
1203,2,1,1,2011,3
1350,4,1,1,1968,3
1318,2,3,1,1957,4
2382,3,3,3,2012,5
2540,2,1,2,2007,6
1939,5,2,1,1991,5
1488,2,3,2,2000,4
2692,4,3,2,1971,5
1106,4,3,1,2017,3
2763,3,2,3,1971,6
1653,4,2,3,2011,5
2849,2,1,3,1989,7
1171,5,3,3,1964,5
2681,2,3,2,1958,6
1518,2,3,3,2000,4
2878,2,2,3,2019,7
2888,4,3,1,1987,8
1957,3,3,3,1992,6
1812,4,1,2,1991,4
1527,2,2,1,2006,3
1319,3,1,2,2007,1
2060,3,3,1,2002,5
1498,2,1,3,2020,4
2688,2,3,2,1956,6
1264,4,3,2,2018,3
2718,3,1,3,2012,8
2691,5,1,1,1982,6
2672,3,3,3,2005,6
1907,4,2,2,1962,6
1401,2,2,3,1962,1
1986,3,1,1,1976,7
1601,5,2,3,1970,3
1951,4,2,1,1976,4
1217,3,3,1,1993,3
1329,4,1,1,1978,5
1185,3,1,2,1952,4
2404,2,1,1,1989,6
1208,5,1,3,1952,3
2586,2,3,3,1977,7
1287,3,3,3,1952,3
1087,5,2,2,1966,5
2002,3,1,1,1994,6
2967,3,3,3,2019,7
1135,5,3,2,1984,2
1157,5,1,2,1992,3
1793,4,2,3,1991,5
1919,5,2,3,1988,5
1154,2,3,2,1967,5
2486,5,3,2,1978,7
1219,5,1,2,1950,3
2482,4,1,2,1951,5
2190,2,2,2,1989,6
1321,2,3,3,2008,4
1690,5,2,1,1974,5
1840,5,2,3,2021,2
2585,4,2,2,1986,7
2836,2,2,1,1997,6
1511,2,3,2,2012,4
1086,3,2,3,1989,2
2568,4,3,3,1969,8
1274,4,3,2,1967,3
1140,5,1,2,1954,4
2741,2,2,3,1954,7
2759,5,2,3,1970,6
1624,4,3,3,1990,3
2813,2,2,1,2007,6
1915,2,2,1,1955,5
1352,4,2,3,1953,5
2028,2,1,2,1982,5
1381,3,3,3,1954,3
2747,4,3,3,1977,6
2791,4,1,2,2008,7
2357,2,3,1,2021,5
1474,4,2,1,1976,4
1927,5,2,3,1955,4
1029,4,2,2,2005,3
2370,5,1,3,2021,5
1921,3,1,3,1951,5
1593,3,1,2,1966,4
1492,5,2,3,1954,6
2771,4,3,2,1952,6
1494,5,1,1,2021,2
2879,2,2,2,1959,7
1387,5,2,1,1999,5
1872,3,2,3,2002,5
1834,3,2,3,1978,5
2276,5,3,1,2007,7
1629,3,2,3,1957,5
1938,2,2,3,2001,6
1029,4,3,2,1961,3
1622,4,3,2,1997,5
2935,5,2,1,2011,6
2789,3,1,2,1980,7
2734,4,1,3,1977,6
1806,3,2,2,1967,6
1341,5,3,2,1996,3
2832,3,2,3,2014,7
2310,2,2,3,1960,4
2968,2,3,3,1993,7
2420,3,3,2,1988,5
2000,2,1,2,2015,6
2532,5,1,3,1988,5
2960,2,2,3,1990,5
1243,2,3,2,1964,3
1220,4,2,2,2015,3
2179,4,2,3,1996,6
2406,5,3,3,1974,6
2771,2,1,3,1971,6
2343,4,2,1,2004,6
1372,3,3,1,1995,3
1530,3,1,3,1980,5
1214,2,1,1,1972,4
1366,5,3,3,1950,4
1113,2,3,3,1956,4
2223,4,3,1,1989,6
1024,2,2,3,2005,2
1933,2,2,1,1950,5
2144,3,3,1,1975,5
2765,3,2,2,1982,6
1610,4,2,1,1955,4
1857,5,3,3,1993,5
2026,5,2,3,1954,5
1897,4,3,3,1991,5
1772,4,2,1,1982,5
1444,2,3,3,1968,4
2277,2,2,2,1963,6
1019,5,1,2,2008,4
2227,2,1,3,2017,6
1805,2,3,3,1983,6
2999,3,2,1,1955,7
2380,4,3,1,2021,5
1127,4,1,1,1998,5
1357,3,1,2,2018,3
2315,3,1,1,2008,5
2197,2,1,1,2013,4
2756,4,1,1,2016,7
2378,5,2,2,1955,3
1880,4,3,3,1989,4
2060,5,3,2,1996,7
2333,3,2,3,1988,5
2684,4,2,2,1985,6
1916,3,3,3,1961,5
2627,4,1,3,1980,6
2605,5,2,2,2017,6
2107,3,2,2,1975,5
1509,2,3,1,1962,4
1443,4,1,3,1990,4
2443,5,2,3,1995,4
2228,2,2,3,2005,6
2511,3,1,2,1999,7
1778,4,2,3,1962,6
2111,4,3,1,1993,6
1251,2,3,3,1955,3
2746,2,1,3,1981,6
2878,3,3,3,1999,7
2054,2,2,3,1973,4
2892,4,3,3,1969,7
1420,4,1,1,1956,4
2851,4,3,3,1971,8
1060,4,2,1,1983,3
1578,2,2,2,1956,3
2249,2,3,2,1963,5
2948,5,1,2,1967,7
2986,3,1,1,2004,8
2358,2,3,1,1986,6
2862,3,1,2,1981,6
1578,2,2,2,2020,5
1639,5,1,3,2009,6
1110,2,3,1,1965,3
1490,4,2,2,1978,2
2295,2,2,1,1988,4
2836,3,3,1,1971,7
1033,4,1,1,1963,4
1211,2,1,2,1964,4
2323,4,2,2,2008,6
2396,4,2,3,1950,6
1124,4,3,1,1961,2
2126,5,1,1,1996,6
2741,3,2,1,2004,6
2143,3,1,3,2010,7
2705,2,3,1,2020,6
2570,4,2,3,1989,7
1893,2,3,3,1977,4
1330,3,1,3,2017,4
2781,4,1,3,1972,7
2875,3,2,3,1983,8
2949,4,2,3,1951,6
2332,4,3,3,1961,6
2593,5,2,2,1951,7
1411,4,1,1,1988,3
2422,2,2,2,1986,7
1933,3,1,2,1981,4
2329,3,2,3,1970,6
2676,3,3,3,1976,6
2646,4,3,2,1988,8
2186,2,1,2,1992,7
2646,5,3,2,1965,5
1663,5,2,3,1956,5
2911,2,1,2,1997,6
2088,2,2,3,1963,7
2641,2,1,2,1960,7
2239,4,1,2,2001,5
1602,4,1,1,1963,4
2937,5,3,2,1990,8
2977,2,3,2,1951,8
1025,2,3,3,1967,2
1668,3,1,1,1951,4
1583,5,3,1,1963,3
2067,4,3,2,1953,5
2113,2,1,1,1966,5
2156,4,3,3,1978,6
2184,3,1,2,2000,6
2767,2,3,3,1956,6
1379,4,1,1,1978,5
2284,4,1,2,1984,5
2406,5,1,1,1985,6
1368,4,3,3,1998,5
2134,4,1,1,1954,5
2699,4,1,2,2021,7
2100,4,2,1,2020,5
1208,3,2,3,1956,1
2036,4,1,2,2009,6
2944,5,1,3,1955,7
2593,3,3,2,1980,5
2921,3,3,2,1995,8
2879,4,1,3,1971,7
2571,2,3,3,2011,6
1024,4,3,3,2019,3
1545,3,1,1,1991,5
2163,4,3,3,2003,5
1274,5,2,3,1963,3
2393,5,3,1,2016,5
1873,5,3,2,1977,6
1221,4,1,1,1972,1
2060,4,3,2,1984,6
1874,3,2,2,1984,4
2152,3,1,3,1974,6
2339,3,2,3,2013,5
2346,2,3,1,1966,4
2456,5,1,3,2000,3
1217,2,1,2,1977,4
2870,2,1,1,1962,5
2965,5,2,3,1973,7
2271,2,1,2,2002,5
1110,4,3,1,1976,2
1815,5,1,2,1993,6
2755,2,1,3,1997,4
1707,2,3,2,2014,6
1146,2,1,1,2001,3
2367,4,1,2,1969,6
2532,2,2,2,1954,5
2528,2,3,3,2017,5
1551,2,3,3,1997,2
1133,3,1,2,1954,3
1463,5,2,2,1995,4
1863,2,2,1,1960,5
2214,2,2,1,1971,6
2186,5,2,1,1962,6
1455,2,2,1,1990,4
2084,4,3,2,2011,6
2028,2,1,2,1987,5
2060,2,3,1,1974,6
1459,3,3,1,1977,3
2240,3,3,1,1958,6
2760,4,2,3,2019,5
2751,5,2,3,1967,7
1138,4,3,3,1975,3
1617,5,3,2,1987,4
2122,2,1,3,1965,5
1679,3,2,3,2021,3
1960,4,1,1,1995,6
2287,4,1,3,1997,6
1598,3,2,2,1980,6
1595,5,1,3,1952,5
2247,2,2,1,1965,5
1010,5,1,3,1962,2
1326,3,1,1,2018,3
2721,2,2,1,1973,5
2373,5,3,1,1955,6
1378,2,3,1,2015,4
2967,3,3,3,1954,7
1230,2,3,2,1967,3
2164,4,2,1,1992,4
1617,3,1,1,2014,4
1764,4,2,3,1981,5
2979,2,2,3,1978,8
1048,5,2,2,1954,3
1450,2,1,1,1958,3
2798,3,3,2,1972,6
1490,3,2,2,1964,5
2228,2,2,3,2005,6
2892,5,1,3,2007,6
2432,3,1,1,2004,6
1406,2,2,1,1998,3
2074,5,1,1,1996,5
1174,4,2,2,2016,3
2760,3,2,1,1951,6
2284,4,2,2,1956,6
1479,3,1,2,2010,4
2757,4,3,1,1982,8
1222,2,2,2,1950,4
1268,5,2,1,1973,4
1809,2,2,3,2009,3
1892,2,2,2,1981,5
1900,2,2,2,2012,5
1918,3,3,1,1964,6
1317,4,2,1,1950,5
1384,3,1,3,1986,4
2609,3,3,1,1972,7
1625,5,2,2,1969,5
2242,2,3,3,2010,7
2077,3,2,3,2021,6
2223,4,3,2,1956,4
2907,3,2,3,1980,8
1642,5,1,3,1998,3
2362,5,2,2,2015,5
1703,4,3,1,1976,2
2714,5,1,2,2009,8
2921,2,3,2,1956,7
1304,2,3,2,1987,3
2822,5,2,2,2005,8
2775,3,1,1,1978,7
2268,5,2,1,1963,6
1841,4,3,3,1989,4
2652,2,1,2,1997,7
2231,2,2,2,1951,5
2747,3,3,3,1998,7
1510,4,1,1,1994,3
2282,2,2,2,1987,5
2403,2,1,2,2014,7
1162,4,1,2,1950,2
1737,3,2,2,1953,4
1340,5,3,1,1951,5
1931,3,2,3,1956,5
2599,2,2,3,1996,7
2951,2,1,2,1967,6
2781,3,2,2,1957,6
1529,3,1,1,2007,4
1033,2,3,2,1988,4
2847,4,1,2,2011,7
1997,4,2,2,1951,7
1322,5,2,3,1979,4
2204,2,2,1,1962,6
2986,2,3,2,1964,7
1346,5,2,1,2012,4
2729,2,2,3,1976,7
2215,2,1,3,1978,6
2602,3,2,2,1950,6
1720,4,1,2,1989,5
2901,4,3,1,1961,7
2702,4,2,2,2020,5
2269,5,3,3,1957,5
1244,3,2,1,1956,4
1677,2,2,1,2007,3
2831,4,2,2,1990,6
1914,4,1,3,1971,4
1722,3,1,1,1968,4
2003,2,1,2,1983,5
1132,5,2,2,1996,3
2220,2,2,2,2016,5
1909,5,2,2,2016,4
2370,5,1,2,2017,4
1048,2,1,3,1993,2
2087,5,3,3,2007,6
2647,4,1,1,1991,8
2891,3,3,3,1987,8
2720,4,3,3,1999,7
2127,5,1,3,1998,6
2954,5,2,1,1960,10
1212,3,1,3,2005,4
2540,3,3,2,1950,5
1118,4,2,2,2017,4
1855,3,1,3,1995,7
1760,3,2,1,1999,4
1678,5,3,3,1981,5
1894,3,1,1,1954,4
2265,5,2,2,2010,6
1279,2,3,1,1953,5
1423,2,1,3,1998,4
1362,2,1,2,1992,4
2020,5,2,1,1997,7
2773,2,2,3,2012,6
2329,4,2,1,1964,6
2740,5,1,3,1957,7
2509,4,2,3,1982,5
1313,5,2,1,1969,3
2536,4,2,2,2012,6
